# CANON_MAP.tsv — functional card-identity map. GENERATED by lib/card_canon.py; never hand-edit.
# source_sha256=2f48cb72966c23ba3794f437aa94312e4eadcb2703c32893411ee27fc63b11d9
# ids=3879 classes=2318 multi_print_classes=884
# newer_than_ALL_IDS_v2=B3 234,P-B 086,B4a 001,B4a 002,B4a 003,B4a 004,B4a 005,B4a 006,B4a 007,B4a 008,B4a 009,B4a 010,B4a 011,B4a 012,B4a 013,B4a 014,B4a 015,B4a 016,B4a 017,B4a 018,B4a 019,B4a 020,B4a 021,B4a 022,B4a 023,B4a 024,B4a 025,B4a 026,B4a 027,B4a 028,B4a 029,B4a 030,B4a 031,B4a 032,B4a 033,B4a 034,B4a 035,B4a 036,B4a 037,B4a 038,B4a 039,B4a 040,B4a 041,B4a 042,B4a 043,B4a 044,B4a 045,B4a 046,B4a 047,B4a 048,B4a 049,B4a 050,B4a 051,B4a 052,B4a 053,B4a 054,B4a 055,B4a 056,B4a 057,B4a 058,B4a 059,B4a 060,B4a 061,B4a 062,B4a 063,B4a 064,B4a 065,B4a 066,B4a 067,B4a 068,B4a 069,B4a 070,B4a 071,B4a 072,B4a 073,B4a 074,B4a 075,B4a 076,B4a 077,B4a 078,B4a 079,B4a 080,B4a 081,B4a 082,B4a 083,B4a 084,B4a 085,B4a 086,B4a 087,B4a 088,B4a 089,B4a 090,B4a 091,B4a 092,B4a 093,B4a 094,B4a 095,B4a 096,B4a 097,B4a 098,B4a 099,B4a 100,B4a 101,B4a 102,B4a 103,B4a 104,B4a 105,B4a 106,B4a 107,B4a 108,B4a 109,B4a 110,P-B 087,P-B 088,P-B 089,P-B 090,P-B 091,P-B 092,P-B 093,P-B 094
# id	base_id	fingerprint	kind	name
A2 018	A2 018	2dd76347b003	Pokemon	Vespiquen
A2 019	A2 019	db48e59c4b69	Pokemon	Carnivine
A2 020	A2 020	72d54ac7e817	Pokemon	Leafeon
A2 021	A2 021	4d1adcb7c185	Pokemon	Mow Rotom
A2 022	A2 022	1c9e301c1ee8	Pokemon	Shaymin
A2 023	A2 023	24bf3a754bd7	Pokemon	Magmar
A2 024	A2 024	1fb7f0a51c1f	Pokemon	Magmortar
A2 025	A2 025	fa3cca8910d5	Pokemon	Slugma
A2 026	A2 026	f1f5f852c905	Pokemon	Magcargo
A2 027	A2 027	fca6d88f328d	Pokemon	Chimchar
A2 028	A2 028	d1a62859bfd2	Pokemon	Monferno
A2 029	A2 029	f623f910cae1	Pokemon	Infernape ex
A2 030	A2 030	e13f49aa5a55	Pokemon	Heat Rotom
A2 031	A2 031	1b86a8759f13	Pokemon	Swinub
A2 032	A2 032	d3120b6ef959	Pokemon	Piloswine
A2 033	A2 033	877a2f21fb82	Pokemon	Mamoswine
A2 034	A2 034	fd53bb5db2c0	Pokemon	Regice
A2 035	A2 035	4205a57589b6	Pokemon	Piplup
A2 036	A2 036	705a597b0f0b	Pokemon	Prinplup
A2 037	A2 037	f5bc18a5b1be	Pokemon	Empoleon
A2 038	A2 038	633b3568a583	Pokemon	Buizel
A2 039	A2 039	eda2db108f32	Pokemon	Floatzel
A2 040	A2 040	8436bdc16db5	Pokemon	Shellos
A2 041	A2 041	7a17bc5d396b	Pokemon	Gastrodon
A2 042	A2 042	82f75710326f	Pokemon	Finneon
A2 043	A2 043	270e2dc12d4d	Pokemon	Lumineon
A2 044	A2 044	95a7ced66703	Pokemon	Snover
A2 045	A2 045	9f5cb55ae122	Pokemon	Abomasnow
A2 046	A2 046	ed15d3af9815	Pokemon	Glaceon
A2 047	A2 047	5c9c7e931e17	Pokemon	Wash Rotom
A2 048	A2 048	e511d58228e7	Pokemon	Frost Rotom
A2 049	A2 049	b38add548131	Pokemon	Palkia ex
A2 050	A2 050	89605b565f43	Pokemon	Manaphy
A2 051	A2 051	1a1e4c2a43fd	Pokemon	Magnemite
A2 052	A2 052	c42e5f5ed267	Pokemon	Magneton
A2 053	A2 053	5626947fc97e	Pokemon	Magnezone
A2 054	A2 054	2374e0263e77	Pokemon	Voltorb
A2 055	A2 055	a3badca73c92	Pokemon	Electrode
A2 056	A2 056	10cf4aad2661	Pokemon	Electabuzz
A2 057	A2 057	1360844ab05d	Pokemon	Electivire
A2 058	A2 058	a88f2bbc80e4	Pokemon	Shinx
A2 059	A2 059	86492e3388ec	Pokemon	Luxio
A2 060	A2 060	3bd4319242cd	Pokemon	Luxray
A2 061	A2 061	d9da7c8b472e	Pokemon	Pachirisu ex
A2 062	A2 062	afbea506525c	Pokemon	Rotom
A2 063	A2 063	111d19375e2b	Pokemon	Togepi
A2 064	A2 064	d67d2e4bf605	Pokemon	Togetic
A2 065	A2 065	672e463c2637	Pokemon	Togekiss
A2 066	A2 066	eb3cecc81dcc	Pokemon	Misdreavus
A2 067	A2 067	354c69858cd4	Pokemon	Mismagius ex
A2 068	A2 068	1c225f9ec351	Pokemon	Ralts
A2 069	A2 069	b851b9c01167	Pokemon	Kirlia
A2 070	A2 070	06c186a42dd3	Pokemon	Duskull
A2 071	A2 071	16eaec4ddba6	Pokemon	Dusclops
A2 072	A2 072	fc36675be609	Pokemon	Dusknoir
A2 073	A2 073	74cd559ae75c	Pokemon	Drifloon
A2 074	A2 074	04842fe6e3d1	Pokemon	Drifblim
A2 075	A2 075	4337a4d520af	Pokemon	Uxie
A2 076	A2 076	ef8a15094f2c	Pokemon	Mesprit
A2 077	A2 077	2aece9e19c83	Pokemon	Azelf
A2 078	A2 078	447023b48482	Pokemon	Giratina
A2 079	A2 079	363e95caed8a	Pokemon	Cresselia
A2 080	A2 080	8b6806ba422a	Pokemon	Rhyhorn
A2 081	A2 081	43c320f13ea8	Pokemon	Rhydon
A2 082	A2 082	3fc67b6da399	Pokemon	Rhyperior
A2 083	A2 083	a03204be60eb	Pokemon	Gligar
A2 084	A2 084	bc9ee1b35cd1	Pokemon	Gliscor
A2 085	A2 085	12b59c06d0e8	Pokemon	Hitmontop
A2 086	A2 086	b41d20bb6e54	Pokemon	Nosepass
A2 087	A2 087	6e3a88ca645a	Pokemon	Regirock
A2 088	A2 088	9d67ad02e65b	Pokemon	Cranidos
A2 089	A2 089	37317bcb7312	Pokemon	Rampardos
A2 090	A2 090	e72e6674e523	Pokemon	Wormadam
A2 091	A2 091	a02cff196547	Pokemon	Riolu
A2 092	A2 092	c4d6306bb295	Pokemon	Lucario
A2 093	A2 093	9c21d34484ad	Pokemon	Hippopotas
A2 094	A2 094	a847a7b86b4e	Pokemon	Hippowdon
A2 095	A2 095	1fe3d784bf90	Pokemon	Gallade ex
A2 096	A2 096	8fc7cd6bb4ef	Pokemon	Murkrow
A2 097	A2 097	83087919fa11	Pokemon	Honchkrow
A2 098	A2 098	ebd01dfdbe0c	Pokemon	Sneasel
A2 099	A2 099	2e29d899a179	Pokemon	Weavile ex
A2 100	A2 100	54cb356969f3	Pokemon	Poochyena
A2 101	A2 101	19d6dbc0f84d	Pokemon	Mightyena
A2 102	A2 102	dff8de5da283	Pokemon	Stunky
A2 103	A2 103	97ab5f39db26	Pokemon	Skuntank
A2 104	A2 104	1066d4e09a1a	Pokemon	Spiritomb
A2 105	A2 105	e6d0aaea5e74	Pokemon	Skorupi
A2 106	A2 106	848deb723966	Pokemon	Drapion
A2 107	A2 107	60890f5d0b18	Pokemon	Croagunk
A2 108	A2 108	998656410449	Pokemon	Toxicroak
A2 109	A2 109	411c290a213b	Pokemon	Darkrai
A2 110	A2 110	a877fbbca313	Pokemon	Darkrai ex
A2 111	A2 111	28fdc5b12601	Pokemon	Skarmory
A2 112	A2 112	14d57a7a5b0f	Pokemon	Registeel
A2 113	A2 113	788a6d43d312	Pokemon	Shieldon
A2 114	A2 114	aed69312b50d	Pokemon	Bastiodon
A2 115	A2 115	e363fcd78f59	Pokemon	Wormadam
A2 116	A2 116	8ebc079d6ed8	Pokemon	Bronzor
A2 117	A2 117	a538f419f8bd	Pokemon	Bronzong
A2 118	A2 118	632b64ba88d0	Pokemon	Probopass
A2 119	A2 119	958ee2c091ce	Pokemon	Dialga ex
A2 120	A2 120	2bba45c2657c	Pokemon	Heatran
A2 121	A2 121	dca384f69a81	Pokemon	Gible
A2 122	A2 122	2009ed002c47	Pokemon	Gabite
A2 123	A2 123	bda709bcea39	Pokemon	Garchomp
A2 124	A2 124	7f3cbe17525d	Pokemon	Lickitung
A2 125	A2 125	56d4135339ae	Pokemon	Lickilicky ex
A2 126	A2 126	48ee2060c20d	Pokemon	Eevee
A2 127	A2 127	a52006b12073	Pokemon	Porygon
A2 128	A2 128	a362a851e67f	Pokemon	Porygon2
A2 129	A2 129	46c6a5a228ba	Pokemon	Porygon-Z
A2 130	A2 130	da89a0f8a1da	Pokemon	Aipom
A2 131	A2 131	3e0e83d1a694	Pokemon	Ambipom
A2 132	A2 132	b1a0352deb09	Pokemon	Starly
A2 133	A2 133	0785aeee67fb	Pokemon	Staravia
A2 134	A2 134	d138ac761f7d	Pokemon	Staraptor
A2 135	A2 135	d962bc550112	Pokemon	Bidoof
A2 136	A2 136	3bb66b8837f1	Pokemon	Bibarel
A2 137	A2 137	0c327a3ee04c	Pokemon	Buneary
A2 138	A2 138	56d534707323	Pokemon	Lopunny
A2 139	A2 139	d7f87cb2c103	Pokemon	Glameow
A2 140	A2 140	5ee042a709c2	Pokemon	Purugly
A2 141	A2 141	332779ddb243	Pokemon	Chatot
A2 142	A2 142	895ca2bf22bf	Pokemon	Fan Rotom
A2 143	A2 143	d45273947b26	Pokemon	Regigigas
A2 144	A2 144	3efca3739b6c	Trainer	Skull Fossil
A2 145	A2 145	6832d2cc7d18	Trainer	Armor Fossil
A2 146	A2 146	0fa64b3fc771	Trainer	Pokémon Communication
A2 147	A2 147	f4c8ec9c1925	Trainer	Giant Cape
A2 148	A2 148	bbe43f66fc9f	Trainer	Rocky Helmet
A2 149	A2 149	c7e491576062	Trainer	Lum Berry
A2 150	A2 150	fff346783fd6	Trainer	Cyrus
A2 151	A2 151	fe1c277999ba	Trainer	Team Galactic Grunt
A2 152	A2 152	8d94b5c8e07e	Trainer	Cynthia
A2 153	A2 153	b870e46de075	Trainer	Volkner
A2 154	A2 154	27d6e144d72a	Trainer	Dawn
A2 155	A2 155	69b4fb67c915	Trainer	Mars
A2 156	A2 005	88e87afe0e11	Pokemon	Tangrowth
A2 157	A2 017	2807a8992993	Pokemon	Combee
A2 158	A2 019	db48e59c4b69	Pokemon	Carnivine
A2 159	A2 022	1c9e301c1ee8	Pokemon	Shaymin
A2 160	A2 033	877a2f21fb82	Pokemon	Mamoswine
A2 161	A2 041	7a17bc5d396b	Pokemon	Gastrodon
A2 162	A2 050	89605b565f43	Pokemon	Manaphy
A2 163	A2 058	a88f2bbc80e4	Pokemon	Shinx
A2 164	A2 062	afbea506525c	Pokemon	Rotom
A2 165	A2 073	74cd559ae75c	Pokemon	Drifloon
A2 166	A2 076	ef8a15094f2c	Pokemon	Mesprit
A2 167	A2 078	447023b48482	Pokemon	Giratina
A2 168	A2 079	363e95caed8a	Pokemon	Cresselia
A2 169	A2 082	3fc67b6da399	Pokemon	Rhyperior
A2 170	A2 092	c4d6306bb295	Pokemon	Lucario
A2 171	A2 093	9c21d34484ad	Pokemon	Hippopotas
A2 172	A2 104	1066d4e09a1a	Pokemon	Spiritomb
A2 173	A2 107	60890f5d0b18	Pokemon	Croagunk
A2 174	A2 120	2bba45c2657c	Pokemon	Heatran
A2 175	A2 123	bda709bcea39	Pokemon	Garchomp
A2 176	A2 134	d138ac761f7d	Pokemon	Staraptor
A2 177	A2 135	d962bc550112	Pokemon	Bidoof
A2 178	A2 139	d7f87cb2c103	Pokemon	Glameow
A2 179	A2 143	d45273947b26	Pokemon	Regigigas
A2 180	A2 007	cef666d819d8	Pokemon	Yanmega ex
A2 181	A2 029	f623f910cae1	Pokemon	Infernape ex
A2 182	A2 049	b38add548131	Pokemon	Palkia ex
A2 183	A2 061	d9da7c8b472e	Pokemon	Pachirisu ex
A2 184	A2 067	354c69858cd4	Pokemon	Mismagius ex
A2 185	A2 095	1fe3d784bf90	Pokemon	Gallade ex
A2 186	A2 099	2e29d899a179	Pokemon	Weavile ex
A2 187	A2 110	a877fbbca313	Pokemon	Darkrai ex
A2 188	A2 119	958ee2c091ce	Pokemon	Dialga ex
A2 189	A2 125	56d4135339ae	Pokemon	Lickilicky ex
A2 190	A2 150	fff346783fd6	Trainer	Cyrus
A2 191	A2 151	fe1c277999ba	Trainer	Team Galactic Grunt
A2 192	A2 152	8d94b5c8e07e	Trainer	Cynthia
A2 193	A2 153	b870e46de075	Trainer	Volkner
A2 194	A2 154	27d6e144d72a	Trainer	Dawn
A2 195	A2 155	69b4fb67c915	Trainer	Mars
A2 196	A2 007	cef666d819d8	Pokemon	Yanmega ex
A2 197	A2 029	f623f910cae1	Pokemon	Infernape ex
A2 198	A2 061	d9da7c8b472e	Pokemon	Pachirisu ex
A2 199	A2 067	354c69858cd4	Pokemon	Mismagius ex
A2 200	A2 095	1fe3d784bf90	Pokemon	Gallade ex
A2 201	A2 099	2e29d899a179	Pokemon	Weavile ex
A2 202	A2 110	a877fbbca313	Pokemon	Darkrai ex
A2 203	A2 125	56d4135339ae	Pokemon	Lickilicky ex
A2 204	A2 049	b38add548131	Pokemon	Palkia ex
A2 205	A2 119	958ee2c091ce	Pokemon	Dialga ex
A2 206	A2 049	b38add548131	Pokemon	Palkia ex
A2 207	A2 119	958ee2c091ce	Pokemon	Dialga ex
A2a 001	A2a 001	982f9b369025	Pokemon	Heracross
A2a 002	A2a 002	c07a6283ef49	Pokemon	Burmy
A2a 003	A2a 003	b3bea6ea926e	Pokemon	Mothim
A2a 004	A2a 004	68b1c6d8f97a	Pokemon	Combee
A2a 005	A2a 005	09e79a0bfc46	Pokemon	Vespiquen
A2a 006	A2a 006	ce714224e347	Pokemon	Cherubi
A2a 007	A2a 007	956089b61a2b	Pokemon	Cherrim
A2a 008	A2a 008	14c32dbeef42	Pokemon	Cherrim
A2a 009	A2a 009	4358e7c7cf56	Pokemon	Carnivine
A2a 010	A2a 010	4bc514797924	Pokemon	Leafeon ex
A2a 011	A2a 011	55d5093f3b55	Pokemon	Houndour
A2a 012	A2a 012	8008fa0a4750	Pokemon	Houndoom
A2a 013	A2a 013	c4fea9bb5263	Pokemon	Heatran
A2a 014	A2a 014	dd7075abb399	Pokemon	Marill
A2a 015	A2a 015	659e2c846997	Pokemon	Azumarill
A2a 016	A2a 016	6b0376cb45d6	Pokemon	Barboach
A2a 017	A2a 017	21699d84c03c	Pokemon	Whiscash
A2a 018	A2a 018	aa375f35ae61	Pokemon	Snorunt
A2a 019	A2a 019	7a537431c401	Pokemon	Froslass
A2a 020	A2a 020	5947faf07004	Pokemon	Snover
A2a 021	A2a 021	040a7ce53a93	Pokemon	Abomasnow
A2a 022	A2a 022	2ed15d830aa2	Pokemon	Glaceon ex
A2a 023	A2a 023	033c5002eb10	Pokemon	Origin Forme Palkia
A2a 024	A2a 024	134967f90997	Pokemon	Phione
A2a 025	A2a 025	ce6c8931c0e6	Pokemon	Pikachu
A2a 026	A2a 026	ce7d46a55422	Pokemon	Raichu
A2a 027	A2a 027	04432e6d8543	Pokemon	Electrike
A2a 028	A2a 028	a847c5d55208	Pokemon	Manectric
A2a 029	A2a 029	400b172493cd	Pokemon	Clefairy
A2a 030	A2a 030	8b1d1a6be848	Pokemon	Clefable
A2a 031	A2a 031	58a8a7c08f02	Pokemon	Gastly
A2a 032	A2a 032	7421b1c60301	Pokemon	Haunter
A2a 033	A2a 033	b0773943198e	Pokemon	Gengar
A2a 034	A2a 034	f4cd654bbdbb	Pokemon	Unown
A2a 035	A2a 035	7a4872ed5ec7	Pokemon	Rotom
A2a 036	A2a 036	077e8d7bb911	Pokemon	Sudowoodo
A2a 037	A2a 037	ddd5d71637f1	Pokemon	Phanpy
A2a 038	A2a 038	aa73048b318f	Pokemon	Donphan
A2a 039	A2a 039	6a49593049aa	Pokemon	Larvitar
A2a 040	A2a 040	e13c47532d14	Pokemon	Pupitar
A2a 041	A2a 041	dd80494b6680	Pokemon	Tyranitar
A2a 042	A2a 042	f9aa90a1c178	Pokemon	Nosepass
A2a 043	A2a 043	96da2fff72d0	Pokemon	Meditite
A2a 044	A2a 044	203ec27d58e5	Pokemon	Medicham
A2a 045	A2a 045	e0eb9f32dea7	Pokemon	Gible
A2a 046	A2a 046	9c8767d2aca9	Pokemon	Gabite
A2a 047	A2a 047	0436bf4399bb	Pokemon	Garchomp ex
A2a 048	A2a 048	8538bd2f6431	Pokemon	Zubat
A2a 049	A2a 049	ec7a71b85ccd	Pokemon	Golbat
A2a 050	A2a 050	981565515217	Pokemon	Crobat
A2a 051	A2a 051	9b8ae0835ab6	Pokemon	Croagunk
A2a 052	A2a 052	9356ff737910	Pokemon	Toxicroak
A2a 053	A2a 053	5ba3a5ac103b	Pokemon	Magnemite
A2a 054	A2a 054	d0fe0e89f318	Pokemon	Magneton
A2a 055	A2a 055	19284679d5c8	Pokemon	Magnezone
A2a 056	A2a 056	7c859e6ef9e6	Pokemon	Mawile
A2a 057	A2a 057	77c7ca05a836	Pokemon	Probopass ex
A2a 058	A2a 058	871a21c56a7f	Pokemon	Bronzor
A2a 059	A2a 059	315af41db73e	Pokemon	Bronzong
A2a 060	A2a 060	0e3914d841aa	Pokemon	Origin Forme Dialga
A2a 061	A2a 061	fbf8656b9077	Pokemon	Giratina
A2a 062	A2a 062	fafed914460f	Pokemon	Eevee
A2a 063	A2a 063	3fe25521243c	Pokemon	Snorlax
A2a 064	A2a 064	4a4f167fd572	Pokemon	Hoothoot
A2a 065	A2a 065	80018e7308d4	Pokemon	Noctowl
A2a 066	A2a 066	ae194855407c	Pokemon	Starly
A2a 067	A2a 067	22ba4d14f293	Pokemon	Staravia
A2a 068	A2a 068	b98b6bcbc645	Pokemon	Staraptor
A2a 069	A2a 069	345ce3273aa9	Pokemon	Shaymin
A2a 070	A2a 070	21a0c2882de7	Pokemon	Arceus
A2a 071	A2a 071	d24d8b43a84f	Pokemon	Arceus ex
A2a 072	A2a 072	c594de313052	Trainer	Irida
A2a 073	A2a 073	afd05112bd37	Trainer	Celestic Town Elder
A2a 074	A2a 074	0699b91562e8	Trainer	Barry
A2a 075	A2a 075	b452adbef50e	Trainer	Adaman
A2a 076	A2a 012	8008fa0a4750	Pokemon	Houndoom
A2a 077	A2a 014	dd7075abb399	Pokemon	Marill
A2a 078	A2a 034	f4cd654bbdbb	Pokemon	Unown
A2a 079	A2a 036	077e8d7bb911	Pokemon	Sudowoodo
A2a 080	A2a 053	5ba3a5ac103b	Pokemon	Magnemite
A2a 081	A2a 069	345ce3273aa9	Pokemon	Shaymin
A2a 082	A2a 010	4bc514797924	Pokemon	Leafeon ex
A2a 083	A2a 022	2ed15d830aa2	Pokemon	Glaceon ex
A2a 084	A2a 047	0436bf4399bb	Pokemon	Garchomp ex
A2a 085	A2a 057	77c7ca05a836	Pokemon	Probopass ex
A2a 086	A2a 071	d24d8b43a84f	Pokemon	Arceus ex
A2a 087	A2a 072	c594de313052	Trainer	Irida
A2a 088	A2a 073	afd05112bd37	Trainer	Celestic Town Elder
A2a 089	A2a 074	0699b91562e8	Trainer	Barry
A2a 090	A2a 075	b452adbef50e	Trainer	Adaman
A2a 091	A2a 010	4bc514797924	Pokemon	Leafeon ex
A2a 092	A2a 022	2ed15d830aa2	Pokemon	Glaceon ex
A2a 093	A2a 047	0436bf4399bb	Pokemon	Garchomp ex
A2a 094	A2a 057	77c7ca05a836	Pokemon	Probopass ex
A2a 095	A2a 071	d24d8b43a84f	Pokemon	Arceus ex
A2a 096	A2a 071	d24d8b43a84f	Pokemon	Arceus ex
A2b 001	A2b 001	90265d3b5ca1	Pokemon	Weedle
A2b 002	A2b 002	1d6b97809214	Pokemon	Kakuna
A2b 003	A2b 003	5054feea5791	Pokemon	Beedrill ex
A2b 004	A2b 004	6291b069b415	Pokemon	Pinsir
A2b 005	A2b 005	74812c60df37	Pokemon	Sprigatito
A2b 006	A2b 006	a8b37cc92118	Pokemon	Floragato
A2b 007	A2b 007	655e3c31ec3c	Pokemon	Meowscarada
A2b 008	A2b 008	67f77c2a3635	Pokemon	Charmander
A2b 009	A2b 009	dd3f3eed9cbc	Pokemon	Charmeleon
A2b 010	A2b 010	d910503fc4bb	Pokemon	Charizard ex
A2b 011	A2b 011	7589dd06ede3	Pokemon	Magmar
A2b 012	A2b 012	3ddc5bc2bfd6	Pokemon	Magmortar
A2b 013	A2b 013	8c3c631297c9	Pokemon	Paldean Tauros
A2b 014	A2b 014	d05930e0bb84	Pokemon	Tentacool
A2b 015	A2b 015	4829cb1b07c5	Pokemon	Tentacruel
A2b 016	A2b 016	1e7b1950ac29	Pokemon	Buizel
A2b 017	A2b 017	87a3131f5bfb	Pokemon	Floatzel
A2b 018	A2b 018	9c4003ac28dc	Pokemon	Wiglett
A2b 019	A2b 019	f882222e851f	Pokemon	Wugtrio ex
A2b 020	A2b 020	5cfd182508b6	Pokemon	Dondozo
A2b 021	A2b 021	b18684232a1b	Pokemon	Tatsugiri
A2b 022	A2b 022	6c3826d1f2d9	Pokemon	Pikachu ex
A2b 023	A2b 023	800ea585c220	Pokemon	Voltorb
A2b 024	A2b 024	0a0886aa797a	Pokemon	Electrode
A2b 025	A2b 025	7a2826fa75e5	Pokemon	Pachirisu
A2b 026	A2b 026	304f7a0b7e9b	Pokemon	Pawmi
A2b 027	A2b 027	131702244d00	Pokemon	Pawmo
A2b 028	A2b 028	3716fec3dfef	Pokemon	Pawmot
A2b 029	A2b 029	dff916cffb03	Pokemon	Abra
A2b 030	A2b 030	a59eeb58919c	Pokemon	Kadabra
A2b 031	A2b 031	e48a942dfd9a	Pokemon	Alakazam
A2b 032	A2b 032	01abb68ab2c9	Pokemon	Mr. Mime
A2b 033	A2b 033	85b410e72276	Pokemon	Drifloon
A2b 034	A2b 034	2ac63f006364	Pokemon	Drifblim
A2b 035	A2b 035	d2516056a970	Pokemon	Giratina ex
A2b 036	A2b 036	91d4c8acac09	Pokemon	Gimmighoul
A2b 037	A2b 037	5d043a0c1a66	Pokemon	Machop
A2b 038	A2b 038	92d250f1106d	Pokemon	Machoke
A2b 039	A2b 039	322a8a2fca36	Pokemon	Machamp
A2b 040	A2b 040	f1836cb3636f	Pokemon	Hitmonlee
A2b 041	A2b 041	1c62bb536819	Pokemon	Hitmonchan
A2b 042	A2b 042	fe599b900ba9	Pokemon	Riolu
A2b 043	A2b 043	3d699f0f71df	Pokemon	Lucario ex
A2b 044	A2b 044	e6be898a8780	Pokemon	Flamigo
A2b 045	A2b 045	b9991515727d	Pokemon	Ekans
A2b 046	A2b 046	e4b78f120e4e	Pokemon	Arbok
A2b 047	A2b 047	29fdb528f976	Pokemon	Paldean Wooper
A2b 048	A2b 048	df8f7eae5d8c	Pokemon	Paldean Clodsire ex
A2b 049	A2b 049	157d1105abcc	Pokemon	Spiritomb
A2b 050	A2b 050	64c866e5a588	Pokemon	Shroodle
A2b 051	A2b 051	c4f52e7e043d	Pokemon	Grafaiai
A2b 052	A2b 052	aba579febfd9	Pokemon	Tinkatink
A2b 053	A2b 053	0f8f53bc6b0b	Pokemon	Tinkatuff
A2b 054	A2b 054	056e74596775	Pokemon	Tinkaton ex
A2b 055	A2b 055	3ef6f2a3f853	Pokemon	Varoom
A2b 056	A2b 056	c3756d6514f0	Pokemon	Revavroom
A2b 057	A2b 057	b8c3b658c5a5	Pokemon	Gholdengo
A2b 058	A2b 058	fe8ced6d8728	Pokemon	Rattata
A2b 059	A2b 059	ceead91a0b7d	Pokemon	Raticate
A2b 060	A2b 060	dbf35bb37438	Pokemon	Jigglypuff
A2b 061	A2b 061	a473db13910a	Pokemon	Wigglytuff
A2b 062	A2b 062	b3ffcf6e0235	Pokemon	Lickitung
A2b 063	A2b 063	92f25e5d5f20	Pokemon	Lickilicky
A2b 064	A2b 064	b41e6a498ff2	Pokemon	Bidoof
A2b 065	A2b 065	8de588ff92bd	Pokemon	Bibarel ex
A2b 066	A2b 066	83f431817cac	Pokemon	Buneary
A2b 067	A2b 067	5a0489d582b3	Pokemon	Lopunny
A2b 068	A2b 068	07ec98305b1d	Pokemon	Cyclizar
A2b 069	A2b 069	2a96c26eb15e	Trainer	Iono
A2b 070	A2b 070	9d2cc3205dc2	Trainer	Pokémon Center Lady
A2b 071	A2b 071	379f0b18dca2	Trainer	Red
A2b 072	A2b 072	bebe607da630	Trainer	Team Rocket Grunt
A2b 073	A2b 007	655e3c31ec3c	Pokemon	Meowscarada
A2b 074	A2b 016	1e7b1950ac29	Pokemon	Buizel
A2b 075	A2b 021	b18684232a1b	Pokemon	Tatsugiri
A2b 076	A2b 051	c4f52e7e043d	Pokemon	Grafaiai
A2b 077	A2b 057	b8c3b658c5a5	Pokemon	Gholdengo
A2b 078	A2b 061	a473db13910a	Pokemon	Wigglytuff
A2b 079	A2b 003	5054feea5791	Pokemon	Beedrill ex
A2b 080	A2b 010	d910503fc4bb	Pokemon	Charizard ex
A2b 081	A2b 019	f882222e851f	Pokemon	Wugtrio ex
A2b 082	A2b 022	6c3826d1f2d9	Pokemon	Pikachu ex
A2b 083	A2b 035	d2516056a970	Pokemon	Giratina ex
A2b 084	A2b 043	3d699f0f71df	Pokemon	Lucario ex
A2b 085	A2b 048	df8f7eae5d8c	Pokemon	Paldean Clodsire ex
A2b 086	A2b 054	056e74596775	Pokemon	Tinkaton ex
A2b 087	A2b 065	8de588ff92bd	Pokemon	Bibarel ex
A2b 088	A2b 069	2a96c26eb15e	Trainer	Iono
A2b 089	A2b 070	9d2cc3205dc2	Trainer	Pokémon Center Lady
A2b 090	A2b 071	379f0b18dca2	Trainer	Red
A2b 091	A2b 072	bebe607da630	Trainer	Team Rocket Grunt
A2b 092	A2b 022	6c3826d1f2d9	Pokemon	Pikachu ex
A2b 093	A2b 048	df8f7eae5d8c	Pokemon	Paldean Clodsire ex
A2b 094	A2b 054	056e74596775	Pokemon	Tinkaton ex
A2b 095	A2b 065	8de588ff92bd	Pokemon	Bibarel ex
A2b 096	A2b 035	d2516056a970	Pokemon	Giratina ex
A2b 097	A2b 001	90265d3b5ca1	Pokemon	Weedle
A2b 098	A2b 002	1d6b97809214	Pokemon	Kakuna
A2b 099	A2b 008	67f77c2a3635	Pokemon	Charmander
A2b 100	A2b 009	dd3f3eed9cbc	Pokemon	Charmeleon
A2b 101	A2b 018	9c4003ac28dc	Pokemon	Wiglett
A2b 102	A2b 020	5cfd182508b6	Pokemon	Dondozo
A2b 103	A2b 025	7a2826fa75e5	Pokemon	Pachirisu
A2b 104	A2b 042	fe599b900ba9	Pokemon	Riolu
A2b 105	A2b 055	3ef6f2a3f853	Pokemon	Varoom
A2b 106	A2b 056	c3756d6514f0	Pokemon	Revavroom
A2b 107	A2b 003	5054feea5791	Pokemon	Beedrill ex
A2b 108	A2b 010	d910503fc4bb	Pokemon	Charizard ex
A2b 109	A2b 019	f882222e851f	Pokemon	Wugtrio ex
A2b 110	A2b 043	3d699f0f71df	Pokemon	Lucario ex
A2b 111	A2b 111	1b20901befde	Trainer	Poké Ball
A3 001	A3 001	119f97098156	Pokemon	Exeggcute
A3 002	A3 002	c1efb8042e82	Pokemon	Alolan Exeggutor
A3 003	A3 003	ffa3f30683f0	Pokemon	Surskit
A3 004	A3 004	de67b441aa62	Pokemon	Masquerain
A3 005	A3 005	d6a87f878632	Pokemon	Maractus
A3 006	A3 006	a639fce223ca	Pokemon	Karrablast
A3 007	A3 007	95263c48207d	Pokemon	Phantump
A3 008	A3 008	c686eaae6c02	Pokemon	Trevenant
A3 009	A3 009	91bafa7e9a18	Pokemon	Rowlet
A3 010	A3 010	664c22e52b60	Pokemon	Rowlet
A3 011	A3 011	b718cf7f7658	Pokemon	Dartrix
